epoch,train_loss,val_loss,val_accuracy,learning_rate,timestamp
161,1.043921,1.144276,75.05,9.549e-05,2025-12-08T17:25:09.585238
162,1.060662,1.138947,74.56,9.081e-05,2025-12-08T17:26:40.388441
163,1.069867,1.110095,75.4,8.623e-05,2025-12-08T17:28:11.609396
164,1.056874,1.142977,74.98,8.176e-05,2025-12-08T17:29:42.603753
165,1.092648,1.143997,74.47,7.74e-05,2025-12-08T17:31:15.237391
166,1.067515,1.14483,74.9,7.315e-05,2025-12-08T17:32:47.663794
167,1.081642,1.13224,74.94,6.902e-05,2025-12-08T17:34:18.081508
168,1.073148,1.147094,74.97,6.499e-05,2025-12-08T17:35:49.239472
169,1.073476,1.136644,74.84,6.107e-05,2025-12-08T17:37:20.039664
170,1.082112,1.136501,75.03,5.727e-05,2025-12-08T17:38:54.146960
171,1.078525,1.117111,75.19,5.359e-05,2025-12-08T17:40:29.847835
172,1.017364,1.131545,75.05,5.002e-05,2025-12-08T17:42:04.982730
173,1.084819,1.122027,75.33,4.656e-05,2025-12-08T17:43:39.624790
174,1.058983,1.139401,74.9,4.323e-05,2025-12-08T17:45:14.603041
175,1.033013,1.155942,74.69,4.001e-05,2025-12-08T17:46:49.815952
176,1.065285,1.124959,75.16,3.691e-05,2025-12-08T17:48:24.610243
177,1.084214,1.125638,75.17,3.394e-05,2025-12-08T17:49:59.251462
178,1.082725,1.117648,75.31,3.108e-05,2025-12-08T17:51:34.325818
179,1.060024,1.105987,75.61,2.834e-05,2025-12-08T17:53:08.805666
180,1.031749,1.11177,75.32,2.573e-05,2025-12-08T17:54:43.788785
181,1.038266,1.131375,75.21,2.324e-05,2025-12-08T17:56:18.969501
182,1.094691,1.124208,75.1,2.088e-05,2025-12-08T17:57:53.889381
183,1.033412,1.124925,75.35,1.864e-05,2025-12-08T17:59:27.895662
184,1.080914,1.122788,75.63,1.652e-05,2025-12-08T18:01:00.100580
185,1.064499,1.131691,75.44,1.453e-05,2025-12-08T18:02:31.917804
186,1.095829,1.102956,75.58,1.266e-05,2025-12-08T18:04:04.332900
187,1.072476,1.102834,75.46,1.093e-05,2025-12-08T18:05:30.492010
188,0.977678,1.119895,75.43,9.31e-06,2025-12-08T18:06:45.582760
189,1.044297,1.109836,75.4,7.83e-06,2025-12-08T18:07:59.564937
190,1.019504,1.121469,75.42,6.47e-06,2025-12-08T18:09:14.185400
191,1.008853,1.132253,75.2,5.25e-06,2025-12-08T18:10:29.080601
192,1.022951,1.11534,75.57,4.15e-06,2025-12-08T18:11:43.696402
193,0.970417,1.127892,75.39,3.18e-06,2025-12-08T18:13:16.104762
194,1.079922,1.114336,75.63,2.33e-06,2025-12-08T18:14:51.515867
195,1.018526,1.124354,75.5,1.62e-06,2025-12-08T18:16:26.211304
196,1.04017,1.130821,75.39,1.04e-06,2025-12-08T18:18:01.799609
197,1.069047,1.120663,75.5,5.8e-07,2025-12-08T18:19:37.010572
198,1.077093,1.126161,75.42,2.6e-07,2025-12-08T18:21:11.290636
199,1.014171,1.128776,75.54,6e-08,2025-12-08T18:22:45.777322
200,1.070117,1.122957,75.55,0.0,2025-12-08T18:24:21.604502
